"data","t1","t2","t3","t4","t5","t6","t7","t8","t9","t10","t11","t12","t13","t14","t15","t16","t17","t18","t19","t20","t21","t22","t23","t24","t25","year","paper_key","volume","issue","autori"
"journal-article-10.2307_23599691","0","0","0","0","0","0","0","0","0.95552576","0","0","0","0","0","0","0","0","0","0.04427122","0","0","0","0","0","0","1996","Theoretical reflections on endogenous money: the problem with 'convenience lending'","20","5","Arestis&Howells&"
"journal-article-10.2307_23599692","0","0.08483924","0.061135314","0.055220287","0.030498402","0","0","0","0.14793684","0.25511023","0","0","0","0.047562893","0.049580354","0","0.055759512","0.102153346","0","0","0.11007396","0","0","0","0","1996","Stagnation as a problem of transition: arguments and proposals","20","5","Driver&"
"journal-article-10.2307_23599693","0","0","0","0","0","0","0.26208425","0","0","0","0.66020405","0","0","0","0.077585","0","0","0","0","0","0","0","0","0","0","1996","Methodological dualism and the microfoundations of Marx's economic theory","20","5","Lysandrou&"
"journal-article-10.2307_23599694","0","0","0.019094769","0","0","0","0.019708559","0.13589373","0.11292846","0","0","0","0","0.05823733","0.02487706","0.12936908","0","0","0","0","0","0","0","0","0.49974552","1996","Pigou and future generations: a Cambridge tradition","20","5","Collard&"
"journal-article-10.2307_23599695","0","0","0","0","0","0","0.42240864","0","0.045446154","0","0","0.10013538","0.02276154","0","0","0","0","0","0","0","0","0","0.38651425","0","0","1996","Prices of land, money and credit in one-period and multi-period models","20","5","Bose&"
"journal-article-10.2307_23599696","0","0","0","0","0","0.08148599","0.9183052","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1996","Notes on a possible Bentham manuscript: a mystery unresolved","20","5","Hollander&"
"journal-article-10.2307_23599697","0","0","0","0","0","0","0.88692415","0","0","0","0","0","0.07446183","0","0","0","0","0","0.03773364","0","0","0","0","0","0","1996","Piero Sraffa and the Mill—Ricardo papers: a comment","20","5","de Vivo&"
"journal-article-10.2307_23599698","0","0","0","0","0","0","0.99894196","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1996","Piero Sraffa and the Mill—Ricardo papers: a rejoinder","20","5","Porta&"
"journal-article-10.2307_23599704","0","0.054945547","0","0","0.07415117","0.27823865","0","0","0","0","0","0","0","0.027701361","0","0","0","0","0","0.023429364","0.5264349","0","0","0","0","1993","The political economy of industrial policy in Korea","17","2","Chang&"
"journal-article-10.2307_23599705","0.60827994","0","0.021144805","0","0","0","0","0","0","0.055529397","0","0.021469008","0","0","0","0.2442475","0.04921626","0","0","0","0","0","0","0","0","1993","Occupational sex segregation in Britain, 1979—1989: the persistence of sexual stereotyping","17","2","Watts&Rich&"
"journal-article-10.2307_23599706","0","0","0","0.13264228","0.38432625","0","0","0","0","0","0","0","0","0","0.19533706","0","0.073641166","0.056364905","0","0","0.1378682","0","0","0.019709416","0","1993","Property rights and the agency problem in China's enterprise reform","17","2","Lee&"
"journal-article-10.2307_23599707","0","0","0","0","0","0.050169125","0","0","0","0","0","0","0","0","0.15290825","0.042707052","0","0","0","0","0","0","0","0.7540767","0","1993","The spatial contribution to income inequality in rural China","17","2","Knight&Song&"
"journal-article-10.2307_23599708","0","0","0.77792823","0","0","0","0.028145073","0","0.06127034","0","0","0","0","0","0.043821335","0","0","0","0","0","0","0","0","0","0.08873772","1993","Michal Kalecki on capitalism","17","2","Kriesler&McFarlane&"
"journal-article-10.2307_23599709","0","0","0","0","0","0","0.018132826","0","0","0","0","0.9812357","0","0","0","0","0","0","0","0","0","0","0","0","0","1993","Linear wage curves and switching points","17","2","D'Ippolito&Potestio&"
"journal-article-10.2307_23599710","0","0","0","0","0","0","0","0","0.49043602","0","0","0","0.04899945","0","0","0","0","0.093314745","0.060475003","0","0","0","0","0","0.30611527","1993","In defence of footnotes—a clarification of a misunderstanding of Keynes's definition of money","17","2","Freedman&"
"journal-article-10.2307_23599711","0","0","0.03941969","0.06316458","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.89723605","0","0","0","0","1993","The Persian Gulf War in the context of the debate over the political economy of US militarism","17","2","Hossein-zadeh&"
"journal-article-10.2307_23599718","0","0","0","0.5705309","0.017795976","0.04203796","0","0","0.0931019","0.018008025","0","0","0","0","0","0.18364874","0","0","0","0","0.07201431","0","0","0","0","2001","Post-socialist financial fragility: the case of Albania","25","1","Bezemer&"
"journal-article-10.2307_23599719","0","0.018450925","0","0","0","0","0","0.011727823","0","0","0.015716916","0","0.03248106","0","0","0","0","0.6868546","0","0","0","0","0","0","0.23469633","2001","Intriguing pendula: founding metaphors in the analysis of economic fluctuations","25","1","Louçã&"
"journal-article-10.2307_23599720","0","0.01040991","0","0","0.17100473","0.5002011","0","0","0","0","0","0","0","0","0","0.014202816","0","0","0","0","0.24569535","0","0","0.04951274","0","2001","Market, government and Malaysia's new economic policy","25","1","Rasiah&Shari&"
"journal-article-10.2307_23599721","0","0","0","0","0","0","0.13124101","0","0.03750462","0.08774782","0","0.014061876","0","0","0","0","0","0.69031626","0","0","0","0","0","0","0.03583853","2001","Harrod's dynamics and the theory of growth: the story of a mistaken attribution","25","1","Besomi&"
"journal-article-10.2307_23599722","0","0","0","0","0","0.09980101","0.06491384","0","0","0.48994705","0.07950819","0","0","0","0","0","0.02974921","0","0","0.044707306","0.087405935","0","0","0","0.103703104","2001","'History versus equilibrium' and the theory of economic growth, by Mark Setterfield: a comment","25","1","Toner&"
"journal-article-10.2307_23599723","0","0.080606975","0","0","0","0","0","0","0","0.36002183","0.042363025","0.049397953","0","0","0","0","0","0","0","0.35275254","0","0","0","0","0.11426334","2001","Setterfield on cumulative causation and interrelatedness: a comment","25","1","Argyrous&"
"journal-article-10.2307_23599724","0","0","0","0","0","0","0","0","0","0.4391167","0.26107386","0","0","0.018518545","0","0","0.06865178","0","0","0","0","0","0","0","0.21226959","2001","Cumulative causation, interrelatedness and the theory of economic growth: a reply to Argyrous and Toner","25","1","Setterfield&"
"journal-article-10.2307_23599725","0","0","0","0.4137502","0","0","0","0","0.39492047","0.027996844","0","0","0","0","0","0","0","0","0","0","0.14609937","0.017124798","0","0","0","2001","An alternative stability pact for the European Union","25","1","Arestis&McCauley&Sawyer&"
"journal-article-10.2307_23599728","0","0.27777484","0.38988388","0","0","0","0.31074333","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1993","Editorial note","17","3",""
"journal-article-10.2307_23599729","0.118870914","0.047201637","0.024753159","0.46899813","0","0.09035121","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1608532","0","0","0","0.08272374","1993","Like a ""Lehrstück"" by Brecht: notes on the German reunification drama","17","3","Rothschild&"
"journal-article-10.2307_23599730","0.87236667","0.033244345","0","0.017656619","0","0.026706548","0","0","0","0","0","0","0.013583344","0","0","0","0.03629766","0","0","0","0","0","0","0","0","1993","The labour market for women and employment perspectives in the aftermath of German unification","17","3","Maier&"
"journal-article-10.2307_23599731","0.5464024","0","0","0.17523737","0","0","0","0","0","0","0","0","0.105074435","0","0","0.016216947","0.028156376","0","0","0","0","0","0","0","0.12875989","1993","Coping with a new reality: barriers and possibilities","17","3","Beer&Müller&"
"journal-article-10.2307_23599732","0.64398795","0.022504032","0","0.26133734","0.012788238","0","0","0","0","0","0","0","0","0","0","0","0.013025144","0","0","0","0.041773934","0","0","0","0","1993","The labour market in East Germany","17","3","Bosch&Knuth&"
"journal-article-10.2307_23599733","0.5293684","0.21216275","0","0.13417538","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.019136943","0.10505247","0","0","0","0","1993","Collective bargaining in East Germany: between economic constraints and political regulations","17","3","Bispinck&"
"journal-article-10.2307_23599734","0.089099385","0.03030547","0","0.6451021","0.19038218","0.036538146","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1993","Privatisation of the industrial sector: the function and activities of the ""Treuhandanstalt""","17","3","Priewe&"
"journal-article-10.2307_23599735","0.19059181","0.027556004","0","0.43622983","0","0.08000017","0","0","0","0","0","0","0","0","0","0","0.053201757","0","0","0.13608111","0.0679285","0","0","0","0","1993","Sectoral restructuring: the East German shipyards on the path to the market economy","17","3","Heseler&"
"journal-article-10.2307_23599743","0.5701016","0","0","0","0","0","0","0","0","0.019798491","0","0","0","0","0","0.2702091","0","0.10755777","0","0","0","0","0","0.026588395","0","1997","Gender, wages and discrimination in the USSR: a study of a Russian industrial town","21","4","Katz&"
"journal-article-10.2307_23599744","0","0","0","0","0","0","0","0","0","0.039937623","0","0.95361364","0","0","0","0","0","0","0","0","0","0","0","0","0","1997","Pasinetti's vertically hyper-integrated sectors and natural prices","21","4","Lavoie&"
"journal-article-10.2307_23599745","0","0","0.5891566","0","0","0","0","0.04870807","0.09158132","0.15447514","0","0","0","0","0","0.06293339","0","0.010901115","0","0","0","0","0.03590325","0","0","1997","On Kaldor and pensions","21","4","Pitelis&"
"journal-article-10.2307_23599746","0","0","0","0","0","0","0.38013384","0","0","0","0","0.22402012","0","0","0.39572427","0","0","0","0","0","0","0","0","0","0","1997","Embodied labour and competitive prices: a physical quantities approach","21","4","Roberts&"
"journal-article-10.2307_23599747","0","0","0","0","0","0","0","0","0","0.030133555","0.92006236","0","0","0","0","0","0","0","0","0","0","0","0","0","0.049655877","1997","Kaldor on method: a challenge to contemporary methodology","21","4","Boylan&O'Gorman&"
"journal-article-10.2307_23599748","0","0","0","0","0","0","0","0","0","0","0.07973501","0","0.08450831","0.22102474","0","0","0.57705367","0","0","0","0","0","0","0","0.036367107","1997","Is the firm an individual?","21","4","Khalil&"
"journal-article-10.2307_23599749","0","0","0","0","0","0.024496393","0.15476985","0","0","0.23919961","0","0","0.015574478","0","0.47200245","0","0","0","0","0.09345332","0","0","0","0","0","1997","Labour time versus alternative value bases: a research note","21","4","Cockshott&Cottrell&"
"journal-article-10.2307_23599753","0","0","0","0.07431125","0.019815711","0","0","0","0","0","0","0","0","0","0","0","0.8594673","0","0","0.014228992","0.021931268","0.010157772","0","0","0","1992","Hollywood for the 21st century: global competition for critical mass in image markets","16","1","Aksoy&Robins&"
"journal-article-10.2307_23599754","0","0.13904212","0","0.05477375","0","0.057474274","0","0","0.37718073","0.052290462","0","0","0","0","0.12239222","0","0","0.02067896","0","0","0","0","0","0.1760762","0","1992","Why the quantity theory of money is not applicable to China, together with a tested theory that is","16","1","Peebles&"
"journal-article-10.2307_23599755","0","0","0","0","0","0","0.31378764","0","0","0","0","0","0","0","0.68597686","0","0","0","0","0","0","0","0","0","0","1992","Ricardo's theory of tax incidence: a Sraffian re-interpretation","16","1","Dome&"
"journal-article-10.2307_23599756","0","0","0","0","0","0","0.13565698","0","0.81314594","0","0.012221584","0","0","0","0","0","0","0","0","0","0","0","0","0","0.029808355","1992","The transformation of the natural rate of interest into ""The General Theory""'s state of long-term expectations","16","1","Gaynor&"
"journal-article-10.2307_23599757","0","0","0","0","0","0","0","0","0.9922432","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1992","Alternative theories of the rate of interest","16","1","Wray&"
"journal-article-10.2307_23599758","0","0","0","0","0","0.12633076","0","0","0.12163965","0.2003482","0","0.18385103","0","0","0","0","0","0","0","0","0","0.056344137","0.3111984","0","0","1992","Dependent and self-reliant growth with foreign borrowing: a comment","16","1","Gram&"
"journal-article-10.2307_23599759","0.024530092","0","0.1533965","0","0","0","0.05292695","0","0","0","0.2755167","0","0","0.42598134","0","0","0.06735644","0","0","0","0","0","0","0","0","1992","Problems in reconciling neoclassical and Marxian models of production: a comment on Green","16","1","Young&"
"journal-article-10.2307_23599760","0.05926406","0","0.03376825","0","0","0","0.1342663","0","0","0","0.49691457","0","0","0.27490726","0","0","0","0","0","0","0","0","0","0","0","1992","Neoclassical and Marxian models of production: a reply to Young","16","1","Green&"
"journal-article-10.2307_23599761","0","0","0","0.06395819","0","0.8367014","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.09375983","0","0","0","0","1992","The Cuban economy: rectification in a changing world","16","1","Pérez-López&"
"journal-article-10.2307_23599766","0","0","0","0","0","0","0","0","0","0","0.27468398","0","0","0.49538296","0","0","0","0","0","0","0","0","0","0","0.22983095","1997","The ubiquity of habits and rules","21","6","Hodgson&"
"journal-article-10.2307_23599767","0","0","0","0","0","0","0.1648383","0","0","0","0","0.82729125","0","0","0","0","0","0","0","0","0","0","0","0","0","1997","Pure joint production","21","6","Bidard&"
"journal-article-10.2307_23599768","0","0","0","0.03998776","0.03173503","0.064921066","0","0","0","0","0","0","0","0.16081855","0","0","0.088728495","0","0","0","0.4913049","0","0","0","0.122437514","1997","The economics and politics of regulation","21","6","Chang&"
