chiave,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,year,title,volume,issue,autori
journal-article-10.2307_23599543,0,0.080294274,0,0,0,0,0.91963565,0,0,0,1992,Morishima on Ricardo,16,2,Kurz&Salvadori&
journal-article-10.2307_23599548,0,0,0,0.07703842,0,0,0,0.9228738,0,0,1995,Post-modernism and the notion of rationality in economics,19,3,Sofianou&
journal-article-10.2307_23599549,0,0,0,0.14973967,0,0,0,0.84478676,0,0,1995,The rhetoric of McCloskey's rhetoric of economics,19,3,Stettler&
journal-article-10.2307_23599550,0.9140787,0,0,0,0.07436909,0,0,0,0,0,1995,The rise and fall of customary wage differentials among nursing personnel in US hospitals: 1956—1985,19,3,Krall&
journal-article-10.2307_23599551,0,0.41733396,0,0,0,0.16202134,0.40441892,0.016176086,0,0,1995,The internationalisation of capital and Marxian value theory,19,3,Bryan&
journal-article-10.2307_23599552,0,0,0,0,0.82969946,0,0.028819349,0,0, 0.14143528,1995,Small firms in economic theory,19,3,You&
journal-article-10.2307_23599553,0,0,0.93919057,0,0.0269521,0,0,0.024641808,0,0,1995,Outside the mainstream,19,3,King&
journal-article-10.2307_23599554,0.19701661,0,0.41477388,0.034607925,0,0.17634751,0,0.17703442,0,0,1995,Austin Robinson and Keynes: two forecasts,19,3,Singer&
journal-article-10.2307_23599555,0,0,0,0,0,0.035481,0.9440587,0,0, 0.020300195,1995,"Sraffa's rational reconstruction of Ricardo: on three contributions to the ""Cambridge Journal of Economics""",19,3,Hollander&
journal-article-10.2307_23599562,0,0,0.022727195,0,0.78480554,0,0,0,0, 0.19212407,1995,Technology and innovation: an introduction,19,1,Archibugi&Michie&
journal-article-10.2307_23599563,0,0.04526027,0,0,0.7261162,0.22856757,0,0,0,0,1995,The 'National System of Innovation' in historical perspective,19,1,Freeman&
journal-article-10.2307_23599564,0,0,0,0.06315656,0.8741282,0,0,0.062663645,0,0,1995,Technology systems and technology policy in an evolutionary framework,19,1,Metcalfe&
journal-article-10.2307_23599565,0,0.21926337,0,0,0.6483295,0,0,0,0, 0.13232805,1995,Schumpeterian patterns of innovation,19,1,Malerba&Orsenigo&
journal-article-10.2307_23599566,0,0,0,0,0.5144625,0.4854847,0,0,0,0,1995,Inward technology transfer and competitiveness: the role of national innovation systems,19,1,Mowery&Oxley&
journal-article-10.2307_23599567,0,0,0,0,0.61905044,0.38088545,0,0,0,0,1995,Is national technology policy obsolete in a globalised world? The Japanese response,19,1,Fransman&
journal-article-10.2307_23599568,0,0,0,0,0.7504238,0.081503235,0,0,0, 0.16800164,1995,The globalisation of technology: a new taxonomy,19,1,Archibugi&Michie&
journal-article-10.2307_23599569,0,0,0,0,0.8035409,0.06695163,0,0,0, 0.12939882,1995,Localised production of technology for global markets,19,1,Patel&
journal-article-10.2307_23599570,0,0,0,0,0.9700071,0,0,0,0, 0.02992041,1995,The globalisation of technology: what remains of the product cycle model?,19,1,Cantwell&
journal-article-10.2307_23599571,0,0,0,0,0.25044918,0,0,0,0, 0.74943405,1995,"Technology and growth in OECD countries, 1970—1990",19,1,Pianta&
journal-article-10.2307_23599572,0,0,0,0,0.17206365,0,0,0,0, 0.8278441,1995,R&D activity and cross-country growth comparisons,19,1,Gittleman&Wolff&
journal-article-10.2307_23599573,0,0.26427093,0,0,0.5103562,0.09871317,0,0,0, 0.12658748,1995,"Science, high technology and the competitiveness of EU countries",19,1,Grupp&
journal-article-10.2307_23599574,0,0.015420488,0,0,0.21753287,0.31715363,0,0,0, 0.44982463,1995,Changes and trends in the world trade in high-technology products,19,1,Guerrieri&Milana&
journal-article-10.2307_23599575,0,0,0,0,0.39874944,0,0,0,0, 0.59378946,1995,"User-producer interaction, learning and comparative advantage",19,1,Fagerberg&
journal-article-10.2307_23599579,0,0,0,0,0.9997151,0,0,0,0,0,1999,"Learning, proximity and industrial performance: an introduction",23,2,Amin&Wilkinson&
journal-article-10.2307_23599580,0,0,0,0.02992388,0.8143989,0,0,0.14772414,0,0,1999,"Innovation, learning and industrial organisation",23,2,Nooteboom&
journal-article-10.2307_23599581,0,0,0,0,0.8103892,0,0,0.1895297,0,0,1999,Towards a competence theory of the region,23,2,Lawson&
journal-article-10.2307_23599582,0,0,0,0,0.99089867,0,0,0,0,0,1999,Localised learning and industrial competitiveness,23,2,Maskell&Malmberg&
journal-article-10.2307_23599583,0,0,0,0,0.99992746,0,0,0,0,0,1999,The internationalisation of R&D by multinationals: a trade-off between external and internal proximity,23,2,Blanc&Sierra&
journal-article-10.2307_23599584,0,0,0,0,0.9999043,0,0,0,0,0,1999,Industrial groups and territories: the case of Matra—Marconi—Space in Toulouse,23,2,Dupuy&Gilly&
journal-article-10.2307_23599585,0,0,0,0,0.99990946,0,0,0,0,0,1999,"Knowledge coordination, competence creation and integrated networks in globalised firms",23,2,Cohendet&Kern&Mehmanpazir&Munier&
journal-article-10.2307_23599586,0,0,0,0,0.99992067,0,0,0,0,0,1999,The evolution of the industrial organisation of the production of knowledge,23,2,Antonelli&
journal-article-10.2307_23599591,0.93333703,0,0,0,0,0.04515415,0,0.021435354,0,0,1992,The status of women and the quality of life among the poor,16,3,Basu&
journal-article-10.2307_23599592,0.54301983,0.039953656,0,0,0.41695827,0,0,0,0,0,1992,Gender and the restructuring of high-tech multinational corporations: new twists to an old story,16,3,Goldstein&
journal-article-10.2307_23599593,0,0,0,0,0.0538336,0,0.15495822,0.79114294,0,0,1992,Thorstein Veblen and post-Darwinian economics,16,3,Hodgson&
journal-article-10.2307_23599594,0,0.19716322,0,0.26734966,0,0.048281167,0,0,0.44454804, 0.04262005,1992,"Income distribution, transaction costs and market fragmentation in informal credit markets",16,3,Yotopoulos&Floro&
journal-article-10.2307_23599595,0.63016814,0,0,0,0.17936741,0.12323146,0,0,0, 0.06718853,1992,Do unions impede or accelerate structural adjustment? Industrial versus company unions in an industrialising labour market,16,3,Standing&
journal-article-10.2307_23599596,0,0,0,0,0,0.60859853,0,0,0.39132848,0,1992,"Polish economic reform, 1990—91: principles, policies and outcomes",16,3,Gomulka&
journal-article-10.2307_23599601,0.80222714,0,0,0.09121663,0,0,0,0,0.054498762, 0.05198393,2001,"Equilibrium unemployment, search behaviour and unemployment persistency",25,2,Åberg&
journal-article-10.2307_23599602,0,0,0,0.41656923,0,0,0.122247174,0,0.4611143,0,2001,The role of the state and the hierarchy of money,25,2,Bell&
journal-article-10.2307_23599603,0.6027788,0.32095996,0,0,0.049822368,0.026386488,0,0,0,0,2001,Levels and systems of employment in the Japanese retail trade: a comparison with France,25,2,Gadrey&Jany-Catrice&Ribault&
journal-article-10.2307_23599604,0,0,0,0,0,0.70133924,0,0,0, 0.29860494,2001,The desirable form of openness for Indian agriculture,25,2,Storm&
journal-article-10.2307_23599605,0.83541965,0.025539838,0,0,0.06205521,0,0,0,0, 0.07695275,2001,Working-time reduction and employment: experiences in Europe and economic policy recommendations,25,2,Bosch&Lehndorff&
journal-article-10.2307_23599606,0,0,0.55331814,0,0,0.1482334,0,0.018966107,0.2794239,0,2001,"Kalecki on imperfect competition, inflation and money",25,2,Sawyer&
journal-article-10.2307_23599611,0.07142875,0,0.073433936,0,0,0.3703415,0.24174789,0.24301398,0,0,1997,Keynes on population and economic growth,21,1,Toye&
journal-article-10.2307_23599612,0,0,0,0,0,0.02505601,0,0.015621166,0, 0.94940805,1997,Growth and productivity: a model of cumulative growth and catching up,21,1,Targetti&Foti&
journal-article-10.2307_23599613,0,0,0,0,0.068215474,0,0.23755239,0.6941054,0,0,1997,Prelude to a theory of homo absurdus: variations on themes from Thorstein Veblen and Jean Baudrillard,21,1,Dyer&
journal-article-10.2307_23599614,0,0.16198258,0,0,0.11270959,0.7252307,0,0,0,0,1997,Causes of growth: a study of Taiwan's bicycle industry,21,1,Chu&
journal-article-10.2307_23599615,0,0,0,0,0,0,0,0.99992496,0,0,1997,Mainstream economic methodology,21,1,Dow&
journal-article-10.2307_23599616,0,0,0.042104024,0,0,0,0,0.11631821,0.7401156, 0.10124331,1997,Does the expectations trap render the Natural-Rate Model invalid in the disinflationary zone?,21,1,Leeson&
journal-article-10.2307_23599617,0.67774755,0,0.10809092,0,0,0.01945675,0,0,0.106906325, 0.08774272,1997,The fiscal and distributional implications of job generation,21,1,Kitson&Michie&Sutherland&
journal-article-10.2307_23599621,0,0,0.77199477,0,0,0.20820878,0,0,0.019698694,0,1992,Military spending as a burden on growth: an 'underconsumptionist' critique,16,4,Pivetti&
journal-article-10.2307_23599622,0.29049394,0,0,0.3803969,0.10847988,0.22057793,0,0,0,0,1992,"Employment regulation, state intervention and the economic performance of European ports",16,4,Turnbull&Weston&
journal-article-10.2307_23599623,0,0,0,0,0,0,0.53282243,0.46709418,0,0,1992,"The Hegelian dialectic and Marx's ""Capital""",16,4,Likitkijsomboon&
journal-article-10.2307_23599624,0,0,0,0,0,0.29930475,0.6877849,0,0, 0.012852505,1992,Ricardo's international trade theory: beyond the comparative cost example,16,4,Maneschi&
journal-article-10.2307_23599625,0,0,0,0,0,0,0.8430335,0.11897269,0.03781813,0,1992,"Marxists on money, value and labour-power: a response to Cartelier",16,4,Williams&
journal-article-10.2307_23599626,0,0,0,0,0.2933942,0.01905584,0.6618571,0,0, 0.025635343,1992,Increasing returns and competitive equilibrium—the content and development of Marshall's theory,16,4,Prendergast&
journal-article-10.2307_23599627,0,0.2449452,0,0,0,0,0.21478775,0,0, 0.5400572,1992,On the measurement of aggregate production functions,16,4,Hsing&Lee&
journal-article-10.2307_23599628,0,0,0,0.5761077,0,0,0.19669737,0.1572068,0, 0.0662423,1992,Keynes on probability and statistical inference and the links to Fisher,16,4,Conniffe&
journal-article-10.2307_23599630,0.2575261,0,0,0.25351998,0.013022943,0.21720497,0,0.2586363,0,0,1992,In search of the golden rivet,16,4,Harrison&
journal-article-10.2307_23599631,0.82715493,0,0,0.05308908,0,0,0,0.11939056,0,0,1999,Special Issue on the family: introduction,23,5,Humphries&
journal-article-10.2307_23599633,0.96062654,0,0,0,0,0,0,0.039316453,0,0,1999,The rise and decline of the 'male breadwinner family' in Britain,23,5,Creighton&
journal-article-10.2307_23599635,0.98497194,0,0,0,0,0,0,0,0, 0.014938553,1999,The wages of motherhood: better or worse?,23,5,Joshi&Paci&Waldfogel&
journal-article-10.2307_23599637,0.83322155,0,0.14512026,0,0,0,0,0,0.021617644,0,1999,Accounting for the family in European income tax systems,23,5,O'Donoghue&Sutherland&
journal-article-10.2307_23599638,0.9655263,0,0,0,0,0,0,0.028364602,0,0,1999,"Children, parental employment and educational attainment: an English case study",23,5,O'Brien&Jones&
journal-article-10.2307_23599639,0.7281888,0,0,0,0,0,0,0,0, 0.27172104,1999,"A trivariate model of participation, fertility and wages: the Italian case",23,5,Di Tommaso&
journal-article-10.2307_23599640,0.99992234,0,0,0,0,0,0,0,0,0,1999,Careers and motherhood: policies for compatibility,23,5,Dex&Joshi&
journal-article-10.2307_23599641,0.6156601,0,0,0.3532537,0.0310494,0,0,0,0,0,1999,Marriage and trust: some lessons from economics,23,5,Rowthorn&
journal-article-10.2307_23599647,0,0,0,0,0.054713275,0.94522095,0,0,0,0,1996,Regional trading blocs: will East Asia be next?,20,4,Bowles&MacLean&
journal-article-10.2307_23599648,0,0,0,0,0.010833127,0.48968503,0.4809809,0.018453414,0,0,1996,Rethinking classical trade analyses within a framework of capitalist development,20,4,Ho&
journal-article-10.2307_23599649,0.052492447,0.38166162,0,0,0.16285974,0.019215627,0,0,0, 0.38371655,1996,Wage change and trade performance in US manufacturing industries,20,4,Galbraith&Du Pin Calmon&
journal-article-10.2307_23599650,0,0,0.9998657,0,0,0,0,0,0,0,1996,Taxation and Kalecki's theory of the business cycle,20,4,Laramie&Mair&
journal-article-10.2307_23599651,0,0,0.78034025,0,0,0,0,0,0.21948172,0,1996,"Inside debt, aggregate demand, and the Cambridge theory of distribution",20,4,Palley&
journal-article-10.2307_23599652,0,0,0.015896304,0.33469045,0.11980665,0,0.17922121,0.31647396,0, 0.033882074,1996,The theory of evolution and the evolution of theory: Veblen's methodology in contemporary perspective,20,4,Argyrous&Sethi&
journal-article-10.2307_23599653,0,0,0,0.187956,0,0,0,0,0.81192625,0,1996,Horizontalism: a critique,20,4,Dow&
journal-article-10.2307_23599654,0,0,0,0,0,0,0,0.123295,0.14024101, 0.73607665,1996,Inflation and growth,20,4,Stanners&
journal-article-10.2307_23599658,0,0,0,0,0.99995023,0,0,0,0,0,2000,Transnational firms and the changing organisation of innovative activities,24,5,Zanfei&
journal-article-10.2307_23599659,0.10574466,0,0.1649114,0.13879374,0.10666069,0,0.11044842,0.37341237,0,0,2000,The demise of radical political economics? An essay on the evolution of a theory of capitalist production,24,5,Spencer&
journal-article-10.2307_23599660,0,0,0,0.290865,0,0,0,0.70904607,0,0,2000,"McCloskey, economics as conversation, and ""Sprachethik""",24,5,Park&Kayatekin&
journal-article-10.2307_23599661,0,0,0,0,0,0.23721899,0,0,0.7627155,0,2000,The transition crisis in Bulgaria,24,5,Dobrinsky&
journal-article-10.2307_23599662,0,0,0,0,0,0.9931437,0,0,0,0,2000,The 1947 Soviet famine and the entitlement approach to famines,24,5,Ellman&
journal-article-10.2307_23599666,0,0,0,0,0,0.18125752,0.50181097,0,0.31668925,0,1993,Piero Sraffa's 'Monetary inflation in Italy during and after the war': an introduction,17,1,de Cecco&
journal-article-10.2307_23599667,0,0,0,0,0,0.23095489,0.08062725,0,0.6883643,0,1993,Piero Sraffa: 'Monetary inflation in Italy during and after the war',17,1,Harcourt&Sardoni&
journal-article-10.2307_23599668,0,0,0.021150872,0.43418992,0.09598345,0,0.4486329,0,0,0,1993,Pigou and Coase in retrospect,17,1,DeSerpa&
journal-article-10.2307_23599669,0,0,0.029995667,0.13914597,0.76940036,0,0,0,0.061384663,0,1993,Evolution and organisational choice in nineteenth-century Britain,17,1,Everett&Minkler&
journal-article-10.2307_23599670,0,0,0,0.13329266,0,0.0938119,0,0,0.6067218, 0.16609992,1993,Strato-inflation and high inflation: the Brazilian experience,17,1,de Carvalho&
journal-article-10.2307_23599671,0,0,0,0.037949894,0,0.056717493,0,0.03911415,0.018909983, 0.8472518,1993,Is low inflation an important condition for high growth?,17,1,Stanners&
journal-article-10.2307_23599672,0.6624155,0,0,0,0,0,0,0,0, 0.33747825,1993,Recent developments in the industrial wage structure of the UK,17,1,Elliott&White&
journal-article-10.2307_23599677,0,0,0.7307231,0.055014946,0,0,0.2139343,0,0,0,2001,"David Gawen Champernowne, 1912—2000: in appreciation",25,4,Harcourt&
journal-article-10.2307_23599678,0,0.12520796,0,0,0.46304634,0.41169354,0,0,0,0,2001,Big business with Chinese characteristics: two paths to growth of the firm in China under reform,25,4,Nolan&Yeung&
journal-article-10.2307_23599679,0.8341725,0,0.02560039,0,0,0.04853943,0,0,0, 0.09159031,2001,Employment polarisation and inequality in the UK and Hungary,25,4,Redmond&Kattuman&
journal-article-10.2307_23599680,0,0.025369054,0.9485694,0,0,0,0.025955928,0,0,0,2001,The immiseration of the landlords: rent in a Kaldorian theory of income distribution,25,4,Hill&
journal-article-10.2307_23599681,0,0.45525697,0.14680356,0,0,0,0.36278248,0,0.022038111, 0.012962693,2001,Competition and production prices,25,4,Okishio&
journal-article-10.2307_23599682,0,0,0.46582288,0,0,0.12505619,0,0,0.18188208, 0.22715165,2001,What accounts for the Chilean saving 'miracle'?,25,4,Agosin&
journal-article-10.2307_23599683,0.20693839,0.42657772,0,0,0.2581582,0,0.038081307,0.021898033,0.022445226, 0.025876787,2001,Classical labour-displacing technological change: the case of the US insurance industry,25,4,Hecht&
journal-article-10.2307_23599684,0,0,0,0,0,0,0,0.99989694,0,0,2001,Hodgson on Hayek: a critique,25,4,Caldwell&
journal-article-10.2307_23599685,0,0,0,0,0,0,0.22965916,0.7702535,0,0,2001,"Mysticism, method and money in the Marx—Hegel dialectic",25,4,Williams&
journal-article-10.2307_23599689,0,0,0,0.08806186,0,0,0,0.9117962,0,0,1996,Realist philosophy of the social sciences and economics: a critique,20,5,Baert&
journal-article-10.2307_23599690,0,0,0,0.80814266,0.16359639,0,0.028185925,0,0,0,1996,The economic calculation debate: lessons for socialists,20,5,Adaman&Devine&
journal-article-10.2307_23599691,0,0,0,0,0,0,0,0,0.99987394,0,1996,Theoretical reflections on endogenous money: the problem with 'convenience lending',20,5,Arestis&Howells&
journal-article-10.2307_23599692,0,0,0.10338217,0.114744894,0.19668071,0,0,0,0.21525007, 0.36986578,1996,Stagnation as a problem of transition: arguments and proposals,20,5,Driver&
journal-article-10.2307_23599693,0,0,0,0,0,0,0.47554022,0.5243834,0,0,1996,Methodological dualism and the microfoundations of Marx's economic theory,20,5,Lysandrou&
journal-article-10.2307_23599694,0.07893592,0,0.34306777,0.10533575,0,0.012902316,0.110767126,0.32666177,0.022284102,0,1996,Pigou and future generations: a Cambridge tradition,20,5,Collard&
journal-article-10.2307_23599695,0,0.30595747,0,0,0,0,0.55796623,0,0.13602385,0,1996,"Prices of land, money and credit in one-period and multi-period models",20,5,Bose&
